,Unnamed: 0,Names,RA,DEC,Classification,Tile,X,Y,band_nb,bands_list
702,1298,,347.3221740722656,9.198116302490234,,686.198,tbd,tbd,1,u
703,1299,,347.8348693847656,7.678774356842041,,690.195,tbd,tbd,1,u
704,1300,,351.49432373046875,7.151347637176514,,698.194,tbd,tbd,1,u
705,1301,,2.254280805587769,19.08052444458008,,004.218,tbd,tbd,1,u
706,1303,,1.0719761848449707,15.01112461090088,,002.210,tbd,tbd,1,u
707,1304,,1.1271936893463137,16.7750186920166,,002.214,tbd,tbd,1,u
708,1305,,1.7960329055786133,18.363187789916992,,003.217,tbd,tbd,1,u
709,1306,,5.254372596740723,22.310585021972656,,010.225,tbd,tbd,1,u
710,1307,,2.3739333152771,16.427078247070312,,005.213,tbd,tbd,1,u
711,1308,,5.1096014976501465,19.01866912841797,,010.218,tbd,tbd,1,u
712,1309,,5.191260814666748,20.14651679992676,,010.220,tbd,tbd,1,u
713,1310,,359.6922912597656,10.595107078552246,,707.201,tbd,tbd,1,u
714,1311,,3.9492032527923584,13.965279579162598,,008.208,tbd,tbd,1,u
715,1312,,5.630148410797119,14.905818939208984,,011.210,tbd,tbd,1,u
716,1313,,6.994120121002197,18.18321418762207,,013.216,tbd,tbd,1,u
717,1314,,9.585700988769531,21.43636512756348,,018.223,tbd,tbd,1,u
718,1315,,6.658581733703613,10.479186058044434,,013.201,tbd,tbd,1,u
719,1316,,4.586292743682861,11.96593189239502,,009.204,tbd,tbd,1,u
720,1317,,5.46283769607544,11.66171646118164,,011.203,tbd,tbd,1,u
721,1318,,5.826450347900391,12.95973014831543,,011.206,tbd,tbd,1,u
722,1319,,9.531590461730955,21.00727272033692,,018.222,tbd,tbd,1,u
723,1320,,8.473306655883789,10.6771821975708,,017.201,tbd,tbd,1,u
724,1321,,9.58605670928955,15.195799827575684,,019.210,tbd,tbd,1,u
725,1322,,10.853851318359377,17.723190307617188,,021.215,tbd,tbd,1,u
726,1323,,12.56969165802002,11.598682403564451,,025.203,tbd,tbd,1,u
727,1324,,359.5413818359375,17.290393829345703,,686.215,tbd,tbd,1,u
728,1325,,9.741323471069336,29.674673080444336,,017.239,tbd,tbd,4,uriz
729,1326,,12.086809158325195,28.10319328308105,,021.236,tbd,tbd,1,u
730,1327,,18.3292236328125,28.50286102294922,,032.237,tbd,tbd,1,u
731,1328,,20.069562911987305,30.43148231506348,,035.241,tbd,tbd,3,urg
732,1329,,26.666603088378903,29.28336906433105,,046.239,tbd,tbd,2,ur
733,1330,,29.95545959472656,29.0754451751709,,052.238,tbd,tbd,2,ur
734,1332,,29.734411239624023,30.27367210388184,,051.241,tbd,tbd,3,urg
735,1333,,29.92231559753418,30.203208923339844,,052.240,tbd,tbd,3,urg
736,1334,,33.21842956542969,28.905723571777344,,058.238,tbd,tbd,2,ur
737,1335,,7.150146484375,29.55103874206543,,012.239,tbd,tbd,4,uriz
738,1337,,5.890094757080078,24.92175674438477,,011.230,tbd,tbd,1,u
739,1339,,8.108473777770996,27.38458633422852,,014.235,tbd,tbd,1,u
740,1340,,8.681833267211914,23.17584609985352,,016.226,tbd,tbd,1,u
741,1341,,8.153557777404785,22.9150390625,,015.226,tbd,tbd,1,u
742,1343,,10.50673007965088,24.17555046081543,,019.228,tbd,tbd,1,u
743,1344,,11.881908416748049,22.24739646911621,,022.224,tbd,tbd,1,u
744,1345,,348.78729248046875,28.87222480773925,,610.238,tbd,tbd,2,ur
745,1346,,341.8059387207031,24.886022567749023,,620.230,tbd,tbd,1,u
746,1347,,346.4095458984375,27.06738471984864,,617.234,tbd,tbd,1,u
747,1348,,341.25994873046875,25.188873291015625,,619.230,tbd,tbd,1,u
748,1349,,351.10919189453125,24.94229507446289,,636.230,tbd,tbd,1,u
749,1350,,250.40460205078125,51.427188873291016,,312.283,tbd,tbd,2,ur
750,1351,,250.27745056152344,52.40299224853516,,305.285,tbd,tbd,2,ur
751,1352,,243.99853515625,53.40872573852539,,290.287,tbd,tbd,4,rGiz
752,1356,,127.03753662109376,44.55038070678711,,181.269,tbd,tbd,3,urg
753,1357,,127.01927185058594,44.6816635131836,,181.269,tbd,tbd,3,urg
754,1359,,126.9101104736328,44.635623931884766,,181.269,tbd,tbd,3,urg
755,1360,,125.61248016357422,45.311668395996094,,176.271,tbd,tbd,3,urg
756,1361,,128.62205505371094,45.715919494628906,,180.271,tbd,tbd,5,urGzg
757,1363,,179.2998504638672,30.96611785888672,,307.242,tbd,tbd,3,urg
758,1364,,179.8868408203125,24.521713256835938,,327.229,tbd,tbd,1,u
759,1365,,173.4827423095703,28.176347732543945,,306.236,tbd,tbd,1,u
760,1366,,177.22288513183594,27.21270751953125,,316.234,tbd,tbd,1,u
761,1367,,179.09396362304688,21.98797035217285,,332.224,tbd,tbd,1,u
762,1368,,173.80111694335938,27.22515296936035,,310.234,tbd,tbd,1,u
763,1369,,178.2301788330078,27.88507461547852,,315.236,tbd,tbd,1,u
764,1370,,160.60792541503906,24.173603057861328,,293.228,tbd,tbd,1,u
765,1371,,165.26315307617188,25.359432220458984,,298.231,tbd,tbd,1,u
766,1372,,172.77880859375,21.95771026611328,,320.224,tbd,tbd,1,u
767,1373,,175.22537231445312,22.65068244934082,,324.225,tbd,tbd,1,u
768,1375,,162.51365661621094,21.80912399291992,,301.224,tbd,tbd,1,u
769,1376,,162.6604766845703,22.29772186279297,,301.225,tbd,tbd,1,u
770,1377,,166.19400024414062,22.100994110107425,,308.224,tbd,tbd,1,u
771,1378,,165.05819702148438,22.8960018157959,,304.226,tbd,tbd,1,u
772,1379,,165.5189666748047,22.418163299560547,,306.225,tbd,tbd,1,u
773,1380,,176.43792724609375,30.11244010925293,,306.240,tbd,tbd,2,ur
774,1382,,163.9991455078125,26.18502616882324,,295.232,tbd,tbd,1,u
775,1383,,164.00390625,26.678577423095703,,294.233,tbd,tbd,1,u
776,1384,,159.12608337402344,25.53083229064941,,287.231,tbd,tbd,1,u
777,1385,,165.5909423828125,30.55931282043457,,285.241,tbd,tbd,2,ur
778,1386,,162.56455993652344,33.158077239990234,,273.246,tbd,tbd,2,ur
779,1387,,164.6533660888672,29.073183059692383,,288.238,tbd,tbd,2,ur
780,1388,,159.4580841064453,33.428489685058594,,266.247,tbd,tbd,2,ur
781,1389,,158.19566345214844,33.0064811706543,,265.246,tbd,tbd,1,u
782,1391,,159.99737548828125,30.538354873657227,,276.241,tbd,tbd,2,ur
783,1392,,159.3816680908203,29.94401741027832,,276.240,tbd,tbd,2,ur
784,1393,,155.99560546875,30.720727920532227,,269.241,tbd,tbd,2,ur
785,1394,,157.44146728515625,27.163732528686523,,281.234,tbd,tbd,1,u
786,1396,,182.3165740966797,30.414306640625,,314.241,tbd,tbd,3,urg
787,1397,,181.0733337402344,28.11166763305664,,320.236,tbd,tbd,1,u
788,1398,,194.6303100585937,29.287857055664062,,339.239,tbd,tbd,2,ur
789,1399,,196.99612426757807,29.49069023132324,,343.239,tbd,tbd,2,ur
790,1400,,194.4139862060547,29.76810836791992,,337.240,tbd,tbd,2,ur
791,1401,,192.67242431640625,32.2956657409668,,325.245,tbd,tbd,2,ur
792,1402,,198.19287109375,29.701622009277344,,345.239,tbd,tbd,2,ur
793,1403,,199.09686279296875,30.791852951049805,,341.242,tbd,tbd,2,ur
794,1404,,204.4678955078125,29.44158935546875,,356.239,tbd,tbd,2,ur
795,1406,,210.52810668945312,30.79270362854004,,361.242,tbd,tbd,2,ur
796,1407,,354.42645263671875,29.450618743896484,,617.239,tbd,tbd,2,ur
797,1408,,353.0718994140625,32.0960807800293,,599.244,tbd,tbd,3,urg
798,1409,,352.2514953613281,32.24814987182617,,594.245,tbd,tbd,3,urg
799,1410,,346.9949035644531,33.22193145751953,,582.246,tbd,tbd,3,urg
800,1411,,337.6546325683594,31.26394271850586,,576.243,tbd,tbd,1,u
801,1412,,338.6329040527344,31.93476104736328,,574.244,tbd,tbd,1,u
802,1413,,0.1064644008874893,28.53664970397949,,000.237,tbd,tbd,1,u
803,1414,,0.673617422580719,24.60353660583496,,001.229,tbd,tbd,1,u
804,1415,,355.926025390625,27.25374412536621,,631.235,tbd,tbd,1,u
805,1416,,359.9588623046875,25.945512771606445,,647.232,tbd,tbd,1,u
806,1417,,356.65869140625,23.8400821685791,,652.228,tbd,tbd,1,u
807,1418,,352.4304504394531,29.75739860534668,,610.240,tbd,tbd,3,urg
808,1419,,348.3314819335937,28.550920486450195,,612.237,tbd,tbd,1,u
809,1420,,347.146240234375,29.03093338012696,,607.238,tbd,tbd,2,ur
810,1421,,338.393310546875,30.20643615722656,,586.240,tbd,tbd,1,u
811,1422,,343.9661560058594,23.81033515930176,,628.228,tbd,tbd,1,u
812,1423,,344.48358154296875,25.51917266845703,,622.231,tbd,tbd,1,u
813,1425,,20.72905731201172,30.48126220703125,,036.241,tbd,tbd,3,urg
814,1426,,24.503646850585938,30.274581909179688,,042.241,tbd,tbd,3,urg
815,1427,,22.60423851013184,33.44651794433594,,038.247,tbd,tbd,3,urg
816,1428,,25.48478507995605,30.75844955444336,,044.242,tbd,tbd,3,urg
817,1429,,28.50153350830078,32.43165588378906,,048.245,tbd,tbd,3,urg
818,1430,,29.47337913513184,32.25983428955078,,050.245,tbd,tbd,3,urg
819,1431,,27.09046936035156,33.40521240234375,,045.247,tbd,tbd,3,urg
820,1432,,189.1967010498047,44.1950569152832,,272.268,tbd,tbd,2,rg
821,1433,,191.2835388183593,44.71032333374024,,273.269,tbd,tbd,2,rg
822,1434,,193.44639587402344,44.033241271972656,,278.268,tbd,tbd,1,r
823,1437,,180.6919860839844,41.43878173828125,,271.263,tbd,tbd,2,ur
824,1439,,184.90245056152344,44.59034729003906,,264.269,tbd,tbd,1,r
825,1440,,180.96661376953125,43.13880920410156,,265.266,tbd,tbd,2,rg
826,1441,,185.7250366210937,46.26968383789063,,256.273,tbd,tbd,4,rGiz
827,1442,,181.31280517578125,45.32197570800781,,254.271,tbd,tbd,2,rg
828,1443,,175.87088012695312,44.07125854492188,,253.268,tbd,tbd,2,ur
829,1444,,174.77536010742188,44.58048248291016,,249.269,tbd,tbd,3,urg
830,1446,,159.90011596679688,49.058475494384766,,210.278,tbd,tbd,3,urg
831,1449,,161.1508331298828,46.91712951660156,,220.274,tbd,tbd,3,urg
832,1455,,181.13992309570312,48.8789291381836,,238.278,tbd,tbd,3,urg
833,1462,,176.50146484375,51.14897918701172,,222.282,tbd,tbd,2,ug
834,1463,,171.7332000732422,48.009544372558594,,230.276,tbd,tbd,2,ug
835,1464,,171.4669647216797,49.54605865478516,,223.279,tbd,tbd,2,ug
836,1465,,179.9274139404297,53.49008941650391,,214.287,tbd,tbd,1,u
837,1466,,173.0955810546875,52.72414016723633,,211.285,tbd,tbd,2,ug
838,1469,,171.99188232421875,50.673954010009766,,219.281,tbd,tbd,2,ug
839,1471,,157.84951782226562,49.70529556274414,,205.279,tbd,tbd,2,rg
840,1472,,155.93145751953125,52.08610153198242,,192.284,tbd,tbd,2,rg
841,1474,,171.05332946777344,53.88457489013672,,201.288,tbd,tbd,3,urg
842,1476,,170.39373779296875,51.89919662475586,,210.284,tbd,tbd,3,urg
843,1477,,160.89552307128906,49.50053787231445,,209.279,tbd,tbd,3,urg
844,1480,,217.2448272705078,55.31589889526367,,246.291,tbd,tbd,1,r
845,1482,,236.21383666992188,51.61342239379883,,294.283,tbd,tbd,1,r
846,1483,,238.15870666503903,51.82967758178711,,293.284,tbd,tbd,1,r
847,1484,,216.2628936767578,53.35213470458984,,257.287,tbd,tbd,4,rGiz
848,1485,,231.40321350097656,51.74594879150391,,288.283,tbd,tbd,1,r
849,1486,,234.9658966064453,50.71616363525391,,299.281,tbd,tbd,1,r
850,1487,,233.2342071533203,50.195343017578125,,300.280,tbd,tbd,1,r
851,1488,,231.7373046875,49.88527297973633,,298.280,tbd,tbd,2,rg
852,1489,,237.7162628173828,47.136417388916016,,324.274,tbd,tbd,1,r
853,1490,,224.9449157714844,48.25572967529297,,298.277,tbd,tbd,1,r
854,1492,,202.662826538086,52.30875396728516,,247.285,tbd,tbd,1,r
855,1493,,210.49044799804688,52.42787170410156,,256.285,tbd,tbd,1,r
856,1495,,213.7740173339844,51.3211555480957,,266.283,tbd,tbd,4,rGiz
857,1496,,202.60989379882807,49.11893081665039,,266.278,tbd,tbd,1,r
858,1498,,207.71994018554688,50.62777328491211,,264.281,tbd,tbd,1,r
859,1499,,213.2230529785156,48.83882141113281,,280.278,tbd,tbd,1,r
860,1500,,214.0078125,49.72556686401367,,278.279,tbd,tbd,1,r
861,1502,,214.7313232421875,49.27812957763672,,279.279,tbd,tbd,1,r
862,1505,,215.2600555419922,46.17655563354492,,299.272,tbd,tbd,1,r
863,1506,,198.65821838378903,50.7067756652832,,253.281,tbd,tbd,1,r
864,1508,,207.8831024169922,52.1219482421875,,256.284,tbd,tbd,1,r
865,1509,,204.36013793945312,53.6912956237793,,243.287,tbd,tbd,1,r
866,1511,,200.65431213378903,53.736473083496094,,239.287,tbd,tbd,1,r
867,1513,,41.20053482055664,0.0046616997569799,,082.180,tbd,tbd,1,u
868,1516,,236.7947235107422,56.8811149597168,,258.294,tbd,tbd,1,r
869,1518,,236.4021148681641,55.40205001831055,,268.291,tbd,tbd,1,r
870,1519,,230.8648834228516,54.97980880737305,,265.290,tbd,tbd,1,r
871,1520,,231.7233123779297,56.06554412841797,,259.292,tbd,tbd,1,r
872,1521,,213.8079071044922,55.66206359863281,,242.291,tbd,tbd,1,r
873,1523,,215.0988006591797,58.29684448242188,,225.297,tbd,tbd,1,r
874,1524,,205.10089111328125,63.68781661987305,,183.307,tbd,tbd,1,r
875,1525,,203.96746826171875,55.06376647949219,,234.290,tbd,tbd,1,r
876,1529,,179.81460571289062,55.15199661254883,,206.290,tbd,tbd,1,u
877,1532,,12.289609909057615,34.00497817993164,,020.248,tbd,tbd,4,uriz
878,1533,,0.5158017873764038,25.523637771606445,,001.231,tbd,tbd,1,u
879,1534,,215.4078369140625,52.716922760009766,,262.285,tbd,tbd,4,rGiz
880,1550,,156.13516235351562,58.39141082763672,,163.297,tbd,tbd,1,g
881,1552,,151.8756866455078,59.8055305480957,,152.300,tbd,tbd,1,g
882,1554,,158.68679809570312,56.44560623168945,,175.293,tbd,tbd,1,g
883,1557,,162.6500244140625,57.12654113769531,,177.294,tbd,tbd,5,rGizg
884,1558,,163.0559539794922,59.08367538452149,,168.298,tbd,tbd,4,Gizg
885,1561,,157.8013458251953,63.30271911621094,,141.307,tbd,tbd,1,g
886,1564,,166.259033203125,55.05250549316406,,191.290,tbd,tbd,3,urg
887,1565,,165.88331604003906,55.61870574951172,,188.291,tbd,tbd,2,ug
888,1587,,5.3619160652160645,35.26423645019531,,009.251,tbd,tbd,4,uriz
889,1588,,6.5926384925842285,36.085391998291016,,011.252,tbd,tbd,4,uriz
890,1589,,6.766727924346924,35.517311096191406,,011.251,tbd,tbd,4,uriz
891,1590,,7.559630393981934,35.502525329589844,,012.251,tbd,tbd,4,uriz
892,1592,,0.5358061790466309,31.403297424316406,,001.243,tbd,tbd,5,urizg
893,1593,,2.708117961883545,29.17019462585449,,005.238,tbd,tbd,4,uriz
894,1594,,356.0577697753906,35.72986602783203,,580.251,tbd,tbd,3,urg
895,1595,,350.6945495605469,33.50712585449219,,585.247,tbd,tbd,3,urg
896,1596,,339.4540405273437,32.46991729736328,,573.245,tbd,tbd,1,u
897,1597,,358.5130310058594,34.55356979370117,,591.249,tbd,tbd,3,urg
898,1619,,22.23240852355957,21.369543075561523,,041.223,tbd,tbd,1,u
899,1620,,22.87059593200684,21.28974723815918,,043.223,tbd,tbd,1,u
900,1621,,22.47713279724121,22.23455810546875,,042.224,tbd,tbd,1,u
901,1622,,23.56964683532715,21.503881454467773,,044.223,tbd,tbd,1,u
902,1623,,24.701396942138672,22.18852806091309,,046.224,tbd,tbd,1,u
903,1624,,23.252742767333984,18.659421920776367,,044.217,tbd,tbd,1,u
904,1625,,23.221250534057617,19.0836181640625,,044.218,tbd,tbd,1,u
905,1626,,25.922895431518555,19.76483154296875,,049.220,tbd,tbd,1,u
906,1631,,124.71449279785156,49.63623809814453,,162.279,tbd,tbd,3,urg
907,1632,,123.6107406616211,46.36480331420898,,170.273,tbd,tbd,3,urg
908,1633,,41.53875732421875,0.8752931952476501,,083.182,tbd,tbd,1,u
909,1634,,129.64280700683594,56.24778366088867,,143.293,tbd,tbd,3,urg
910,1635,,128.6632537841797,56.07299423217773,,144.292,tbd,tbd,3,urg
911,1636,,167.8285369873047,45.50193405151367,,235.271,tbd,tbd,3,urg
912,1637,,164.3966064453125,46.87548065185547,,224.274,tbd,tbd,3,urg
913,1638,,166.59239196777344,47.14091491699219,,227.274,tbd,tbd,3,urg
914,1639,,166.59239196777344,47.14091491699219,,227.274,tbd,tbd,3,urg
915,1644,,196.86917114257807,46.62485504150391,,271.273,tbd,tbd,1,r
916,1647,,181.87905883789065,45.75476837158203,,255.271,tbd,tbd,2,rg
917,1648,,202.77682495117188,48.326602935791016,,269.277,tbd,tbd,1,r
918,1650,,143.20399475097656,60.5306396484375,,141.301,tbd,tbd,1,g
919,1652,,146.9617156982422,63.31095123291016,,131.307,tbd,tbd,1,g
920,1655,,243.03814697265625,54.24357986450195,,282.289,tbd,tbd,4,rGiz
921,1657,,12.09770965576172,20.81326484680176,,023.222,tbd,tbd,1,u
922,1658,,28.22211647033692,18.421077728271484,,054.217,tbd,tbd,1,u
923,1659,,21.39571189880371,22.28540229797364,,040.225,tbd,tbd,1,u
924,1661,,21.30328750610352,22.9553451538086,,039.226,tbd,tbd,1,u
925,1662,,352.9720458984375,25.31642723083496,,637.231,tbd,tbd,1,u
926,1663,,25.443309783935547,28.34282684326172,,045.237,tbd,tbd,1,u
927,1664,,344.3309020996094,28.47593116760254,,605.237,tbd,tbd,1,u
928,1665,,22.683629989624023,0.6521599888801575,,045.181,tbd,tbd,1,u
929,1666,,36.43581008911133,-0.3402270078659057,,073.179,tbd,tbd,1,u
930,1668,,2.795119285583496,1.095236897468567,,006.182,tbd,tbd,1,u
931,1671,,241.63018798828125,48.2558822631836,,320.277,tbd,tbd,2,ur
932,1672,,241.5896453857422,51.04267501831055,,304.282,tbd,tbd,1,r
933,1682,,119.72283172607422,42.85649871826172,,175.266,tbd,tbd,3,urg
934,1683,,156.17076110839844,42.225135803222656,,232.264,tbd,tbd,2,ur
935,1684,,156.59347534179688,42.41323852539063,,231.265,tbd,tbd,2,ur
936,1685,,205.0557556152344,41.290435791015625,,307.263,tbd,tbd,1,r
937,1686,,210.7175750732422,59.60715866088867,,214.299,tbd,tbd,1,r
938,1687,,220.29461669921875,52.520301818847656,,268.285,tbd,tbd,1,r
939,1689,,227.0763092041016,56.03996658325195,,254.292,tbd,tbd,1,r
940,1691,,235.36471557617188,49.7357292175293,,306.279,tbd,tbd,1,r
941,1693,,223.2669982910156,40.75059509277344,,337.262,tbd,tbd,2,ur
942,1694,,231.7162475585937,41.29706954956055,,347.263,tbd,tbd,2,ur
943,1696,,253.3878631591797,40.29564666748047,,385.261,tbd,tbd,2,ur
944,1697,,248.5944366455078,43.88579177856445,,358.268,tbd,tbd,2,ur
945,1699,,30.16037940979004,5.930713653564453,,060.192,tbd,tbd,1,u
946,1700,,14.396567344665527,4.658842086791992,,029.189,tbd,tbd,1,u
947,1701,,18.98830795288086,5.553275108337402,,038.191,tbd,tbd,1,u
948,1702,,20.253189086914062,4.77433967590332,,040.190,tbd,tbd,1,u
949,1703,,355.5493469238281,0.0736160278320312,,711.180,tbd,tbd,1,u
950,1704,,14.989477157592772,-0.3314217031002044,,030.179,tbd,tbd,1,u
951,1705,,14.987075805664062,0.4621363878250122,,030.181,tbd,tbd,1,u
952,1706,,17.145788192749023,-0.2215912342071533,,034.180,tbd,tbd,1,u
953,1707,,19.466110229492188,-0.2772741019725799,,039.179,tbd,tbd,1,u
954,1708,,19.954975128173828,1.030885100364685,,040.182,tbd,tbd,1,u
955,1709,,25.748226165771484,0.0028307551983743,,052.180,tbd,tbd,1,u
956,1710,,25.748226165771484,0.0028307551983743,,052.180,tbd,tbd,1,u
957,1712,,145.4503173828125,40.01802062988281,,223.260,tbd,tbd,3,urg
958,1713,,187.17657470703125,39.400367736816406,,289.259,tbd,tbd,2,ur
959,1714,,208.9867706298828,35.89316940307617,,338.252,tbd,tbd,1,u
960,1715,,208.23887634277344,36.51010894775391,,335.253,tbd,tbd,1,u
961,1719,,156.718017578125,25.64481544494629,,283.231,tbd,tbd,1,u
962,1720,,156.93011474609375,26.1689395904541,,282.232,tbd,tbd,1,u
963,1722,,159.0448760986328,25.578197479248047,,287.231,tbd,tbd,1,u
964,1723,,158.61624145507812,25.25536727905273,,286.231,tbd,tbd,1,u
965,1724,,158.61575317382812,25.899179458618164,,285.232,tbd,tbd,1,u
966,1725,,158.4832763671875,24.265792846679688,,288.229,tbd,tbd,1,u
967,1726,,159.0448455810547,25.76334571838379,,286.232,tbd,tbd,1,u
968,1727,,338.74090576171875,0.397269994020462,,677.181,tbd,tbd,1,u
969,1729,,359.71343994140625,1.0398621559143066,,719.182,tbd,tbd,1,u
970,1730,,347.0344543457031,0.9939942359924316,,694.182,tbd,tbd,1,u
971,1731,,345.0240173339844,0.2017702460289001,,690.180,tbd,tbd,1,u
972,1732,,342.9452514648437,0.0375621952116489,,686.180,tbd,tbd,1,u
973,1733,,342.4721374511719,0.20566226541996,,685.180,tbd,tbd,1,u
974,1734,,347.6492614746094,-0.7452273368835449,,695.179,tbd,tbd,1,u
975,1735,,349.2046203613281,-0.113906443119049,,698.180,tbd,tbd,1,u
976,1739,,344.5746154785156,-0.3738114535808563,,689.179,tbd,tbd,1,u
977,1741,,339.33966064453125,-0.4274598956108093,,679.179,tbd,tbd,1,u
978,1748,,332.6507263183594,-0.6572462320327759,,665.179,tbd,tbd,1,u
979,1750,,334.6705322265625,-0.0820653736591339,,669.180,tbd,tbd,1,u
980,1751,,338.11346435546875,-0.1026769429445266,,676.180,tbd,tbd,1,u
981,1771,,44.46966171264648,1.719186544418335,,089.183,tbd,tbd,1,u
982,1775,,39.63325881958008,0.0178526043891906,,079.180,tbd,tbd,1,u
983,1776,,39.31404113769531,2.030558586120605,,079.184,tbd,tbd,1,u
984,1777,,34.99113082885742,2.288982391357422,,070.185,tbd,tbd,1,u
985,1778,,29.66035461425781,1.5235613584518433,,059.183,tbd,tbd,1,u
986,1780,,13.323360443115234,0.1487584114074707,,027.180,tbd,tbd,1,u
987,1781,,19.7436580657959,1.238572359085083,,039.182,tbd,tbd,1,u
988,1782,,25.031986236572266,1.4676642417907717,,050.183,tbd,tbd,1,u
989,1783,,23.28681373596192,0.822862446308136,,047.182,tbd,tbd,1,u
990,1784,,23.307302474975582,1.3567428588867188,,047.183,tbd,tbd,1,u
991,1787,,6.015811920166016,-0.4756153225898742,,012.179,tbd,tbd,1,u
992,1788,,32.529232025146484,2.755826711654663,,065.186,tbd,tbd,1,u
993,1789,,27.65484046936035,3.5970160961151123,,055.187,tbd,tbd,1,u
994,1790,,12.505904197692873,1.7208900451660156,,025.183,tbd,tbd,1,u
995,1791,,24.385780334472656,4.766157150268555,,049.190,tbd,tbd,1,u
996,1792,,17.751665115356445,4.147510528564453,,035.188,tbd,tbd,1,u
997,1793,,23.32823371887207,3.357853651046753,,047.187,tbd,tbd,1,u
998,1794,,2.224783182144165,2.165199041366577,,004.184,tbd,tbd,1,u
999,1795,,2.674670457839966,4.306710720062256,,005.189,tbd,tbd,1,u
1000,1796,,9.018750190734863,2.5445244312286377,,018.185,tbd,tbd,1,u
1001,1797,,5.470287322998047,4.06464958190918,,011.188,tbd,tbd,1,u
1002,1798,,12.038461685180664,3.385528326034546,,024.187,tbd,tbd,1,u
1003,1799,,9.918042182922363,3.029501676559448,,020.186,tbd,tbd,1,u
1004,1800,,9.790535926818848,4.104045867919922,,020.188,tbd,tbd,1,u
1005,1807,,128.590576171875,19.291263580322266,,242.219,tbd,tbd,1,u
1006,1809,,127.47162628173828,18.26499366760254,,242.217,tbd,tbd,1,u
1007,1815,,131.1368408203125,22.57394027709961,,242.225,tbd,tbd,1,u
1008,1816,,130.2323455810547,22.37555694580078,,241.225,tbd,tbd,1,u
1009,1817,,126.97886657714844,20.668598175048828,,238.221,tbd,tbd,1,u
1010,1818,,138.36154174804688,25.07890892028809,,251.230,tbd,tbd,1,u
1011,1819,,131.29225158691406,24.60867118835449,,239.229,tbd,tbd,1,u
1012,1820,,127.00702667236328,25.12265014648437,,230.230,tbd,tbd,1,u
1013,1821,,127.02629852294922,26.23699378967285,,228.232,tbd,tbd,1,u
1014,1825,,153.89590454101562,24.81816291809082,,279.230,tbd,tbd,1,u
1015,1826,,145.6791534423828,25.50898742675781,,263.231,tbd,tbd,1,u
1016,1827,,156.41566467285156,26.527990341186523,,280.233,tbd,tbd,1,u
1017,1828,,153.05624389648438,26.894943237304688,,273.234,tbd,tbd,1,u
1018,1829,,153.84608459472656,26.75629234313965,,275.233,tbd,tbd,1,u
1019,1830,,154.18824768066406,26.821123123168945,,275.234,tbd,tbd,1,u
1020,1831,,154.7574462890625,26.76996421813965,,276.234,tbd,tbd,1,u
1021,1833,,172.99557495117188,33.96113586425781,,287.248,tbd,tbd,2,ur
1022,1834,,167.5913543701172,33.800750732421875,,278.248,tbd,tbd,2,ur
1023,1835,,154.8651123046875,34.263404846191406,,255.249,tbd,tbd,2,ur
1024,1836,,132.64501953125,32.4166259765625,,224.245,tbd,tbd,3,urg
1025,1837,,148.36155700683594,28.728057861328125,,261.237,tbd,tbd,1,u
1026,1838,,131.7831573486328,31.2654972076416,,225.243,tbd,tbd,3,urg
1027,1839,,137.56031799316406,29.95113945007324,,238.240,tbd,tbd,3,urg
1028,1840,,139.87518310546875,31.052370071411133,,240.242,tbd,tbd,3,urg
1029,1841,,138.66574096679688,30.251916885375977,,240.240,tbd,tbd,3,urg
1030,1842,,148.70547485351562,29.081167221069336,,260.238,tbd,tbd,2,ur
1031,1843,,149.05563354492188,32.129432678222656,,253.244,tbd,tbd,3,urg
1032,1844,,152.01052856445312,29.175212860107425,,266.238,tbd,tbd,2,ur
1033,1846,,154.16897583007812,29.707218170166016,,268.239,tbd,tbd,2,ur
1034,1847,,158.22731018066406,24.85087013244629,,287.230,tbd,tbd,1,u
1035,1849,,159.6640167236328,25.42083549499512,,288.231,tbd,tbd,1,u
1036,1850,,159.91014099121094,24.4542236328125,,291.229,tbd,tbd,1,u
1037,1851,,159.15786743164062,25.387121200561523,,287.231,tbd,tbd,1,u
1038,1852,,159.89852905273438,26.48568153381348,,286.233,tbd,tbd,1,u
1039,1853,,163.46031188964844,27.73803329467773,,290.235,tbd,tbd,1,u
1040,1854,,128.57504272460938,27.810352325439453,,227.236,tbd,tbd,1,u
1041,1855,,254.74981689453125,35.82369613647461,,412.252,tbd,tbd,2,ur
1042,1857,,241.4402770996093,38.568267822265625,,378.257,tbd,tbd,2,ur
1043,1858,,11.455148696899414,12.429116249084473,,022.205,tbd,tbd,1,u
1044,1860,,121.03173828125,22.484952926635746,,224.225,tbd,tbd,1,u
1045,1861,,358.5409851074219,2.70942497253418,,716.185,tbd,tbd,1,u
1046,1862,,328.974365234375,4.285712718963623,,656.189,tbd,tbd,1,u
1047,1863,,142.88279724121094,28.78665542602539,,250.238,tbd,tbd,2,ur
1048,1864,,157.31588745117188,27.66495513916016,,279.235,tbd,tbd,1,u
1049,1866,,150.35549926757812,31.662029266357425,,256.243,tbd,tbd,3,urg
1050,1867,,159.90106201171875,30.206153869628903,,277.240,tbd,tbd,2,ur
1051,1868,,166.83514404296875,29.38417053222656,,290.239,tbd,tbd,2,ur
1052,1869,,177.7667694091797,30.591609954833984,,306.241,tbd,tbd,2,ur
